userName,score,at,content
ranti tambun,2,2022-02-03 13:29:44,"Mohon untuk diperhatikan kembali aplikasi ini, untuk sertivikat Vaksin sangat kesulitan mengunduh kembali, tanggal lahir, tanggal vaksin harus geser banyak, makan waktu unt yang lahir di tahun 70 an (mungkin bisa disederhanakan hal ini)."
Heru Agus,3,2022-02-03 10:33:26,"seminggu yang lalu saya update aplikasi.setelah update kok foto QR jd ga bisa.ada tulisan aktifkan kamera dan setelah di tap ada tulisan cek in gagal.selalu seperti itu.minta pencerahanya,trimakaih."
Victoria Sandra,1,2022-02-03 09:37:44,"Diperbaharui bukannya makin bagus. Chekout nya susah, scan juga lemot. Hadeh hadeh sangat menyebalkan. Bukan mempermudah malah bikin emosi."
Alda Julmiani,1,2022-02-03 09:34:49,"Saya sudah mendapat dosis vaksin ketiga tapi sertfikat nya sudah hampir satu minggu belum juga tersedia di aplikasi peduli lindungi, Selanjutnya kenapa di aplikasi peduli lindungi saya tidak bisa scan barcode padahal skarang kmana mana tempat wisata atau lain lain harus scan barcode dulu baru boleh masuk Saya udh coba beberapa tapi masih tidak bisa Saya juga sudah mencoba cari diinternet itu di karenakn sistemnya eror atau ruang pengimpanan penuh Tapi sudah saya kosong kn masih tidak bisa"
Rachmawati Nur,5,2022-02-03 06:35:50,"Update lgi tentang settingan tanggal bulan kelahiran ya, sulit untuk mendeteksinya jauh sekali penting banget untuk tahun lahir orangtua saya. Masa harus scroll mundur terlalu lamaa banyak banget."
Aya toon,2,2022-02-03 04:33:20,"Tolong ya developmen, saya mau klain sertifikat vaksin ga bisa². Chatpa nya salah lh, akses token expired lh... AAAARGGGH butuh banget tau! Pliiis ini aplikasi nya di benerin, jangan ngelag terus! Bikin emosi jiwa!! 🙃 saya udah vaksin dari tanggal 30 november 2021 tapi sampai sekarang sms link nya ga ada, jadi inisiatif buat ambil di aplikasi. Tapi aplikasinya kaya gini??? Mohon untuk jangan di persulit, kalo ga mau urusan anda sekalian di persulit juga sama Tuhan!"
Yetty Thio,1,2022-02-03 04:15:53,"Tolong segera ditindak lanjuti karena saya tidak bisa scan karena belum melengkapi profile. Sedangkan ketika saya sudah melengkapi profil dan input nama dan no ktp saya dengan benar, selalu gagal dengan info nik dan nama harus disesuaikan. Padahal sudah sesuai. Dan ini sangat menganggu untuk aktivitas saya jika ingin melakukan kegiatan di luar."
budi wasesa,4,2022-02-03 02:35:16,"Saat saya akan melakukan chek-in, ada keterangan gagal masuk. Sudah saya unistal dan saya instal lagi, sudah saya hapus chace dan penyimpanan, tapi masih gagal check-in terus,tolong solusi dan masukannya. Soalnya saya sangat membutuhkan aplikasi ini, apalagi sekarang harus punya aplikasi PeduliLindungi, untuk bisa akses masuk di mall, sekolah dan bioskop. Terimakasih."
Nur aini tri Rejeki,1,2022-02-03 02:15:22,"Mohon maaf sebelumnya untuk App ini kadang bukanya lama , trus kalau sudah di perbaruhi malah kadang semakin susah untuk check-in ke app nya . Meskipun ada jaringan tetep bisa check-in tapi tulisannya tidak terkoneksi jaringan ,kadang juga susah scannya walau sudah ada jaringan. Terimakasih🙏 semoga kedepannya jauh lebih baik untuk app nya🤲🙏"
Otho banayo,3,2022-02-03 02:03:29,"Untuk sementara 3 bintang dulu karena menurut saya masih belum akurat, tolong dong admin perbaiki sistem kalendernya pada penulisan tanggal lahir pada klaim sertifikat, karena untuk menyetel tanggal lahir harus mengulir kalender dari tahun 2022 hingga ke tahun lahir saya 1995, kan cukup jauh juga untuk menggulir ulang kalender. Kan bisa secara di ketik gitu. Tolong perbaiki ketidaknyamaman ini."
irvin danisa,5,2022-02-02 23:55:03,"Gini ya, yang ngeluh2 harus geser tiap pilih tgl lahir, itu angka tahunnya di pojok kiri atas ditekan ya mas/mbak, supaya tinggal langsung pilih tahun, situ yang kudet, yang bikin aplikasi yang disalahin"
liskawati sugianto,2,2022-02-02 23:32:52,"Tolong perbaiki lagi, sudah update yg terbaru mlah tidak bisa scan barcode keterangan terjadi kesalahan terus padahal yg lain bisa scan. Tolong diperbaiki lagi apk nya"
Fery 026,5,2022-02-02 16:56:46,Aplikasi nya bagus banget mudah dan sangat membantu Dan mudah mengecek Sertifikat vaksin dari terbitnya sertifikat yg pertama sampai yg kedua pokok nya aplikasi ini sangat bagus mudah Silahkan anda coba bagi yg belum download dan mau mengetahui informasi sertifikat vaksin nya Terimakasih 🙏🙏🙏🙏
rikka rochimawati,1,2022-02-02 16:37:32,"Saya sangat kecewa tidak bisa klem sertifikat vaksin maka saya sdah 2 kali vaksin kendalanya pakai no hp yg dlu sedang kan no hp saya yg dlu rusak..gimana ni aplikasinya kurang mantap biasa bisa ja klu cuma pakai NIK KTP,nama,sma Imel.itu aja sdah akurat diperbaiki lagi aplikasinya."
Angga Pratama,5,2022-02-02 10:23:14,Saya sangat terbantu dengan adanya peduli lindungi walaupun saat pertama masuk cukup sulit....tapi dengan adanya peduli lindungi kita bisa melihat update soal vaksin kita......semoga aplikasi lebih baik lagi:)
Putra N,2,2022-02-02 10:21:29,"Tolong untuk aplikasi nya sering mengalami error, padahal sudah di update, sinyal bagus Sering gagal check-in dan check out Tolong segera diperbaiki Soalnya ini jg mengangkut kenyamanan pengguna di tempat umum agar tidak mengalami kerumunan di gate masuk/keluar"
Rendy Kurniawan Shanuri,1,2022-02-02 06:12:30,"Kecewa, masa saat mau di buka aplikasi nya langsung kluar lg. Sdh di instal ulang tp pas mau scand barcod malah gagal juga. Gimna sih."
Bening Azizah,1,2022-02-02 00:22:30,"Kenapa tidak bisa untuk scan barcoad ya?sudah dicoba selalu gagal terus,saya uninstal lagi terus download lagi tetap tidak bisa dibuat scan barcoad"
Ceza El Zayn,1,2022-02-01 22:55:41,"ini aplikasi makin lama makin gak jelas, riwayat check in/out ilang sering banget check in/out sendiri padahal baru buka aplikasinya bahkan gak pake scan barcode udah check in sendiri HEBATTT !!!!"
Herry Fransiska,2,2022-02-01 16:31:36,"Awal donlot oke. Tp ko akhir"" ini di buka gak ngangkat ya. Loading buka app aja enggak langsung keluar, kyk gak respon. Padahal penyimpanan masih banyak"
Ahimsa Duto Tyas Sirgantoro,2,2022-02-01 14:56:06,"Bagaimana cara melihat riwat perjalanan, waktu berangkat dan pulang kerja harus menunjukkan hasil check-in ke pos satpat ketika pulang kesulitan karena terkadang check-out otomatis kemudian kesulitan ketikka menunjukkan hasil check out nya tidak ada karena riwatan perjalanan tidak ada"
Budi Atm,1,2022-02-01 13:46:23,"Aplikasi terburuk yg pernah aq temukan...masa iya pas isi formulir waktu mau isi tanggal lahirnya harus geser kalender dari 2022 ke tahun yg mau kita masukkan,per bulan lagi tuh....harusnya nya pake ketik aja....parah"
Mukhamad Fatoni,1,2022-02-01 12:07:04,"Bintang 1 dulu, karena mau klaim sertifikat vaksin muncul captcha salah, padahal Captcha nya udah ke centang biru.. pas mau klik captcha lagi malah kepotong di samping jadi gak bisa klik verifikasi captcha dong. Dan, untuk pencarian tanggal lahir tolong dirubah metodenya. Karena cukup lama geser nya dari 2022 ke 1976 apalagi kita butuhnya cepet lagi. (Gue tuh maunya Sat Set Sat Set Gitulooh) Ditunggu pembaharuan nya..!!! Sekian dan terima gaji"
Jamil JSM,3,2022-02-01 09:34:25,"Pemilihan tanggal di menu check sertivikat yang harus di perbaiki . Kalau boleh jangan otomatis dari apl harus pengisian tanggal secara manual biar cepat . Ini kelahiran tahun 1950 an lama ketik"" untuk kembali ke tahun 1950 an nya . Itu saja saran saya kalau boleh perbaiki pengisian tanggal nya"
Roronoa zoro,3,2022-02-01 07:03:38,"Kepada yg terhormat ditempat, mohon untuk aplikasinya diperbaharui, karena untuk mengklaim sertif vaksin sangat susah, dikarenakan untuk masukkan data sangat sulit terkhusus untuk mamasukan tanggal lahir. Sekian dan terimakasih 🙏 mohon direspon 🙏"
wisnu priyanggodo,1,2022-02-01 06:14:54,Ini aplikasi tolong di perbarui dong. Misal pengisian tanggal lahir dan tanggal pernah di vaksin. Kalo bisa isi secara manual saja. Karena saat meng-klik satu persatu/scroll aplikasi tsb selalu tidak berjalan/lemot (bukan karena jaringan internet). Mohon kiranya segera direvisi. Ini aplikasi di pakai Rakyat Indonesia. Mohon dipermudah
Kim Jong Woon,2,2022-02-01 06:06:07,"sebelumnya buat check in perusahaan gak masalah.. kenapa sekarang buat buka aplikasinya malah keluar sendiri? nge-bug gitu? udah 4 hari ini, susah kalo mau kemana-mana suruh barcode buka aplikasi gak bisa, malah keluar sendiri.. tolong solusinya"
Yulianti Ningsih,2,2022-02-01 02:48:01,"Selamat siang, sy mohon bantuannya, kenapa setiap kali sy mau periksa sertifikat vaksin sy, aplikasinya selalu berhenti. Sy smpe udh coba instal berkali"" tp hasilnya ttp sama. Sy tdk bisa melihat sertifikat vaksin sy"
Nuraeni Byun,1,2022-02-01 02:18:24,Maaf mau tanya aplikasi peduli lindungi saya sudah sudah beberapa kali ingin masuk tapi tetap ga muncul dihalaman utamanya kenapa ya? Sudah beberapa kali diuninstall trs install ulang masih tetap tidak terbuka kenapa ya?
なLιttle mοοη,2,2022-02-01 01:53:57,"Tolong perbaiki lagi, dan untuk kedepannya saya harap pas pendaftaran atau login dan nomor telepon tenggang. Bisa menggunakan NIK Ktp/Kk biar lebih mudah"
rina rosliana,1,2022-02-01 00:47:52,"Pdhl sblm aplikasi perbarui sertifikat vakin muncul.. skrg tdk muncul sertifikatnya ,aneh bukannya tambah bagus malah tambah ribet"
MISNO SAMBAS,3,2022-01-31 22:23:45,"Applikasi ini bagus. Bisa pantau riwayat berpergian, tp beberapa masalah kadang susah akses applikasi. Semoga bisa pake bila off line, dengan ditampilkan data 24 jam terakhir sebagai recek."
Ita Rusdiana,5,2022-01-31 13:57:35,Mohon bantuannya. Kenapa kolom untuk vaksin selanjutnya tidak muncul apa memang demikiam untuk apliksai yang sekarang. Karna untuk aplikasi yang dulu muncul. Mohon infonya
Deus,1,2022-01-31 13:34:52,"Aplikasi busuk yang ga berguna.. Saya sudah vaksin kedua sejak jaman es, tapi ga pernah terupdate.. Buat login di tmpt2 wisata juga ga pernah lancar. Busuk lah pokoknya"
Aprianus Kombongan,5,2022-01-31 12:52:43,"Mantap sangat membantu berpergian (bandara) tapi harusnya bisa validasi lewat aplikasi ini juga, tidak harus repot2 antri lagi dibandara."
ashar darius zain,5,2022-01-31 09:30:54,"Sejak pertama instal bulan Desember 2021 selalu tampil ""lokasi buatan"", sudah bawa ke services resmi gak bisa juga, sehingga aplikasi selama ini tidak berfungsi, setelah di update tgl.31 januari 2022 aplikasi baru bisa dipakai. Semoga aplikasi terus berfungsi lancar... Tks"
Arnold Simangunsong,3,2022-01-31 07:52:11,"Selamat siang knp apk peduli lindungi tidak berfungsi saat sy scan barcode, padahal sudah coba sy ulang & setting berkali-kali. Mohon bantuannya supaya sy bisa scan barcode sy sudah vaksin sebanyak 2 kali knp tidak bisa scanner barcode."
gaafitri,3,2022-01-31 03:13:35,Sementara bintang 3 dulu karena saya belum pakai aplikasi pdl untuk perjalanan. Apakah setiap perjalanan dan memasuki ruang publik harus memiliki aplikasi ini? Dan bagaimana yang tidak mempunyai hp android? Mohon jawabannya. Terimakasih 🙏
Dian Puspita Novrianti,5,2022-01-31 02:20:19,Datanya tidak update. Saya sdh lapor melalui email tp tetap tdk update. Saya sdh vaksin per tgl 31 maret tetapi di aplikasi maupun di websitenya saat mau periksa sertifikat dan riwayat vaksin disebutkan klo NIK dan No. Telp saya tidak terdaftar.
Unggul Jati,1,2022-01-31 01:19:50,"Setelah update ke versi terbaru ga bisa masuk lgsng keluar sendiri. Trus diinstall ulang lg, bisa tapi klo buat scan QRCode ga bisa, gagal trus. Padahal klo mau masuk kerja harus scan QR Code dulu. Menyusahkan klo seperti ini."
Ridwan Arifin,1,2022-01-31 01:05:13,"Selamat pagi developer aplikasi ini,kekurangannya masih banyak,di antaranya beberapa kali tidak bisa log out tapi log in bisa,lalu tidak bisa baca scan QR,padahal aplikasi sudah di update,hp saya sudah di restart ulang,pernah juga saya uninstall lalu di intall kembali,sudah mendingan. Masih bagus aplikasi model lama,cari zonasi lalu scan QR bisa ."
Roger Nayoan XII IPS 1,4,2022-01-31 00:22:11,"Ehh pliss bntu dong developer..aku mau masuk apk nya untuk scan dikelas,tpi pas masuk malah terkeluar terus..kupikir disuruh update,pas buka play store malah gk ad update nya..huhu gmn ni😭😭😭😭"
Daliya 123,1,2022-01-31 00:16:05,"Sumpah jelek banget. Mau klaim sertifikat aja ribet gak bisa bisa !!! Sampe emosi . Aku gak pernah ngasih rating jelek di aplikasi mana pun tapi kali ini , ini aplikasi bener² jelekkk !!! Bukan mempermudah malah mempersulit"
Yafiz Faturakhman,1,2022-01-30 10:01:41,"Aplikasi aneh, hp hilang sama kartunya jadi gabisa login dan ga ada fitur buat balikin akun lama. Sedang tanggal vaksin pertama dan ke 2 ya udah lupa."
fakhrudin hidayat,1,2022-01-29 23:28:05,ni ada bug ato gmna? 2 hari ini aplikasi muncul notif check in sendiri.. stgh 4 pagi check in di tempat kerja.. gps off dan sy lagi pules tidur di rumah..
Nugroho Aji Purwanto,5,2022-01-29 18:33:19,Sejauh ini cukup memuaskan fitur aplikasi PeduliLindungi 👍🏻👍🏻 kalau bisa selalu lindungi data-data user dan jangan menambahkan fitur² aneh yg melenceng dari target penggunaan
Feb Rian,5,2022-01-29 13:00:08,"Saya waktu jalan2 sama keluargaku ...sangat nyaman dan terbantu sekali dengan adanya ,aplikasi peduli lindungi pokoknya mantap."
Duwi Putra,3,2022-01-29 12:20:51,"Menu Riwayat Check In sekarang tidak ada ya? padahal dari keterangan di notifikasi, ada di menu lainnya,tapi kenyataannya gak ada .. terus saya sudah vaksin booster...itu ada sertifikatnya juga apa tidak di app nya?"
Septian Luthfi,5,2022-01-29 09:51:04,"app yg solid buat bepergian via pesawat, ada E-hac nya, jd satu aplikasi yg sangat cocok di gunakan di bandara, tanpa ribet,tanpa berkas"".. hasil pcr/ antigen sudah masuk otomatis lho di dalam satu aplikasi ini."
Chaerul Ashar Hamid,1,2022-01-29 06:26:17,"dapat SMS sertifikat Vaksin, buka via web dan aplikasi hasilnya nihil. Daftar pake no. Hp yg sama untuk akses, pas input data, Nama dan NIK msh terdeteksi tdk sama. sdh minta bantuan via WA jg tidak direspon. Kesannya kek Lepas Tangan...."
Willy svd,1,2022-01-29 04:50:44,"Masa edit data aja lama, saya sudah vaksin tapi aplikasinya sampah banget, update data nik aja gagal manjang, udh 2 minggu lo error nya makasih lo apk nya gak jelas udh di daftar vaksin buat daftar vaksin ke 2 malah gak bisa yg ada nik sudah terdaftar serius ya ini apk?"
Enggar Ramadhan,1,2022-01-29 03:29:34,"App ga jelas asli,mau klaim sertifikat vaksin nama typo udh dibenerin capta salah,capta udh diulang terus pemberitahuannya ""telalu banyak mencoba hari ini coba lagi besok"". Udh captanya banyak banget, percobaan cuma bisa dikit mending di web lebih jelas."
D'arya Haziq,1,2022-01-29 01:13:20,Habis update ver 25 Jan 2022 knp aplikasinya ngga bs digunakan ya auto close terus aplikasinya (samsung M21 Android 11). Sudah saya uninstall dan install kembali hasilnya tidak auto close lg tapi ga bs check in. Versi Sebelumnya Fine2 saja
Si Miskin,1,2022-01-28 14:51:47,"Adek saya sudah melakukan vaksin kedua tapi SERTIFIKAT tidak bisa di akses , sudah daftar melakukan klaim mengisi data-data dengan lengkap , katanya bermasalah dengan fullname , padahal kemaren bisa loh di akses sampe sekarang masih ada sertifikat pertamanya , akan tetapi yang kedua tidak bisa tolong dong di perbaiki , teman Ade saya yang sama2x vaksin sudah keluar sertifikat nya...bingung saya sudah 2 hari ini saya coba masih dengan alasan fullname , tolong bantuannya , terimakasih"
Kuro Xvier,2,2022-01-28 12:19:03,Klaim sertifikat gagal terus. Saran untuk tanggal lahir ko ga nge link aja ke NIK ato diketik supaya lebih efisien waktu ( untuk usia yg udah tua harus mencet per bulan berpuluh2 kali kan malezzz/ ga praktis bgt!!! Mending dd-mm-yy bs edit)
suripto budiono,4,2022-01-28 05:53:12,"Sudah cukup bagus tidak ada kendala, jika bisa lebih ditingkatkan daya server-nya agar tidak lemot saat banyak yang conect ..👍"
Atjep Rahmat,3,2022-01-28 05:16:33,"Mhn maaf sebelumnya programnya agak ber belit belit sbg contoh memasukan NIK ,Nama dan nomer Email saja . Sampai ber ulang ulang ( Puluhan X. ) sampai mata ber kunang kunang ,apalagi kami sdh tidak muda lagi ,perlu perbaikan perbaikan lagi pada system Wass"
junizar bumiayu,1,2022-01-28 04:29:56,"Kenapa sekarang susah buat cek sertifikat vaksin ribet ga langsung bisa dulu mudah skrang susah setelah upgrade apk, terus jg waktu masukan tgl lahir itu gabisa diketik jadi lama nyari tahunnya pliiss abis update bkannya makin bagus malah makin buruk"
EKO MUGIHARTI,1,2022-01-28 04:05:36,"Sudah vaksin 2 di tempat yang sama RSUI tgl 22 okt 2021 lalu. Tapi sampai sekarang di aplikasi tidak muncul sertifikast dan keterangannya blm melakukan vaksin pdhl di sms 1199 di tgl yang sama sdh terbit sertifikat ke 2 nya. aplikasi sdh diupdate, ttp aj ga muncul. ini gmn solusinya? Krn ini pastinya saya tdk akan dpt undangan vaksin 3 dan repot jg hrs buka aplikasi lain u perlihatkan sertifikat yg komplit. sementara saya ksh nilai BURUK SEKALI sampai masalah terselesaikan."
Ade pd,1,2022-01-28 03:07:12,Hari ini setelah di updet aplikasi pedulilindungi tidak bisa masuk melalui akun nomer dan email . Bertuliskan User not found .untuk devloper mohon di perbaiki .
Yuni Ponorogo,3,2022-01-28 00:31:00,"Saya mau download sertifikat vaksin lewat aplikasi keponakan yang udah ganti diganti akun, tetap tidak muncul.. saya tanya lewat WhatsApp resmi Kemenkes juga belum ditanggapi.. tolong bantuannyalah"
Didik Hermawan,1,2022-01-27 23:52:10,Tiap mau pake aplikasi selalu muncul terdeteksi lokasi buatan..pdhl hp tidak pasang gps fake dan vpn..jadi tiap mau masuk kmna2 gak bisa..emng aplikasi aneh ini...
Sherena Elleona,3,2022-01-27 16:55:26,"waktu itu saya scan barcode di salah satu mall daerah saya, saya udah update segala macem dan berkali kali, tapi scan nya lama banget, punya temen saya juga gitu, tolong di jwb ya, soalnya butuh banget kalo keluar"
Benry Samosir,1,2022-01-27 15:37:22,"Saya sudah Download aplikasi pedulilindungi tapi tidak bisa buka sertifikat, kalau di klik u/ buka sertifikat selalu isi gambar dan selalu tidak bisa, ini mengakibatkan sulit untuk mengikuti aturan pemerintah..parah..!!!! kalau ada bintang nol buat pedulilindungi saya akan bikin nol"
